cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2024-13159,Ivanti,Endpoint Manager (EPM),Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,2025-03-10,2025-03-31,https://forums.ivanti.com/s/article/Security-Advisory-EPM-January-2025-for-EPM-2024-and-EPM-2022-SU6?language=en_US ; https://nvd.nist.gov/vuln/detail/CVE-2024-13159
CVE-2024-57968,Advantive,VeraCore,Advantive VeraCore Unrestricted File Upload Vulnerability,2025-03-10,2025-03-31,https://advantive.my.site.com/support/s/article/VeraCore-Release-Notes-2024-4-2-1 ; https://nvd.nist.gov/vuln/detail/CVE-2024-57968
CVE-2025-25181,Advantive,VeraCore, Advantive VeraCore SQL Injection Vulnerability,2025-03-10,2025-03-31,https://advantive.my.site.com/support/s/article/Veracore-Release-Notes-2025-1-1-3 ; https://nvd.nist.gov/vuln/detail/CVE-2025-25181
CVE-2025-22226,VMware,"ESXi, Workstation, and Fusion","VMware ESXi, Workstation, and Fusion Information Disclosure Vulnerability",2025-03-04,2025-03-25,https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/25390 ; https://nvd.nist.gov/vuln/detail/CVE-2025-22226
CVE-2025-22225,VMware,ESXi,VMware ESXi Arbitrary Write Vulnerability,2025-03-04,2025-03-25,https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/25390 ; https://nvd.nist.gov/vuln/detail/CVE-2025-22225
CVE-2025-22224,VMware,ESXi and Workstation,VMware ESXi and Workstation TOCTOU Race Condition Vulnerability,2025-03-04,2025-03-25,https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/25390 ; https://nvd.nist.gov/vuln/detail/CVE-2025-22224
CVE-2024-50302,Linux,Kernel,Linux Kernel Use of Uninitialized Resource Vulnerability,2025-03-04,2025-03-25,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://lore.kernel.org/linux-cve-announce/2024111908-CVE-2024-50302-f677@gregkh/ ; https://source.android.com/docs/security/bulletin/2025-03-01 ; https://nvd.nist.gov/vuln/detail/CVE-2024-50302"
CVE-2024-4885,Progress,WhatsUp Gold,Progress WhatsUp Gold Path Traversal Vulnerability,2025-03-03,2025-03-24,https://community.progress.com/s/article/WhatsUp-Gold-Security-Bulletin-June-2024 ; https://nvd.nist.gov/vuln/detail/CVE-2024-4885
CVE-2018-8639,Microsoft,Windows,Microsoft Windows Win32k Improper Resource Shutdown or Release Vulnerability,2025-03-03,2025-03-24,https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2018-8639 ; https://nvd.nist.gov/vuln/detail/CVE-2018-8639
CVE-2022-43769,Hitachi Vantara,Pentaho Business Analytics (BA) Server,Hitachi Vantara Pentaho BA Server Special Element Injection Vulnerability,2025-03-03,2025-03-24,https://support.pentaho.com/hc/en-us/articles/14455561548301--Resolved-Pentaho-BA-Server-Failure-to-Sanitize-Special-Elements-into-a-Different-Plane-Special-Element-Injection-Versions-before-9-4-0-1-and-9-3-0-2-including-8-3-x-Impacted-CVE-2022-43769 ; https://nvd.nist.gov/vuln/detail/CVE-2022-43769
CVE-2022-43939,Hitachi Vantara,Pentaho Business Analytics (BA) Server,Hitachi Vantara Pentaho BA Server Authorization Bypass Vulnerability,2025-03-03,2025-03-24,https://support.pentaho.com/hc/en-us/articles/14455394120333--Resolved-Pentaho-BA-Server-Use-of-Non-Canonical-URL-Paths-for-Authorization-Decisions-Versions-before-9-4-0-1-and-9-3-0-2-including-8-3-x-Impacted-CVE-2022-43939- ; https://nvd.nist.gov/vuln/detail/CVE-2022-43939
CVE-2023-20118,Cisco,Small Business RV Series Routers,Cisco Small Business RV Series Routers Command Injection Vulnerability,2025-03-03,2025-03-24,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sbr042-multi-vuln-ej76Pke5 ; https://nvd.nist.gov/vuln/detail/CVE-2023-20118
CVE-2023-34192,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,2025-02-25,2025-03-18,https://wiki.zimbra.com/wiki/Zimbra_Security_Advisories ; https://nvd.nist.gov/vuln/detail/CVE-2023-34192
CVE-2024-49035,Microsoft,Partner Center,Microsoft Partner Center Improper Access Control Vulnerability,2025-02-25,2025-03-18,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-49035 ; https://nvd.nist.gov/vuln/detail/CVE-2024-49035
CVE-2024-20953,Oracle,Agile Product Lifecycle Management (PLM),Oracle Agile Product Lifecycle Management (PLM) Deserialization Vulnerability,2025-02-24,2025-03-17,https://www.oracle.com/security-alerts/cpujan2024.html ; https://nvd.nist.gov/vuln/detail/CVE-2024-20953
CVE-2017-3066,Adobe,ColdFusion,Adobe ColdFusion Deserialization Vulnerability,2025-02-24,2025-03-17,https://helpx.adobe.com/security/products/coldfusion/apsb17-14.html ; https://nvd.nist.gov/vuln/detail/CVE-2017-3066
CVE-2025-24989,Microsoft,Power Pages,Microsoft Power Pages Improper Access Control Vulnerability,2025-02-21,2025-03-14,https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2025-24989 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24989
CVE-2025-0111,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS File Read Vulnerability,2025-02-20,2025-03-13,https://security.paloaltonetworks.com/CVE-2025-0111 ; https://nvd.nist.gov/vuln/detail/CVE-2025-0111
CVE-2025-23209,Craft CMS,Craft CMS,Craft CMS Code Injection Vulnerability,2025-02-20,2025-03-13,https://github.com/craftcms/cms/security/advisories/GHSA-x684-96hh-833x ; https://nvd.nist.gov/vuln/detail/CVE-2025-23209
CVE-2025-0108,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Authentication Bypass Vulnerability,2025-02-18,2025-03-11,https://security.paloaltonetworks.com/CVE-2025-0108 ; https://nvd.nist.gov/vuln/detail/CVE-2025-0108
CVE-2024-53704,SonicWall,SonicOS,SonicWall SonicOS SSLVPN Improper Authentication Vulnerability,2025-02-18,2025-03-11,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2025-0003 ; https://nvd.nist.gov/vuln/detail/CVE-2024-53704
CVE-2024-57727,SimpleHelp ,SimpleHelp,SimpleHelp Path Traversal Vulnerability,2025-02-13,2025-03-06,https://simple-help.com/kb---security-vulnerabilities-01-2025 ; Additional CISA Mitigation Instructions: https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-163a ; https://nvd.nist.gov/vuln/detail/CVE-2024-57727
CVE-2025-24200,Apple,iOS and iPadOS,Apple iOS and iPadOS Incorrect Authorization Vulnerability,2025-02-12,2025-03-05,https://support.apple.com/en-us/122173 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24200
CVE-2024-41710,Mitel,SIP Phones,Mitel SIP Phones Argument Injection Vulnerability,2025-02-12,2025-03-05,https://www.mitel.com/-/media/mitel/file/pdf/support/security-advisories/security-bulletin_24-0019-001-v2.pdf ; https://nvd.nist.gov/vuln/detail/CVE-2024-41710
CVE-2024-40891,Zyxel,DSL CPE Devices,Zyxel DSL CPE OS Command Injection Vulnerability,2025-02-11,2025-03-04,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-and-insecure-default-credentials-vulnerabilities-in-certain-legacy-dsl-cpe-02-04-2025 ; https://www.zyxel.com/service-provider/global/en/security-advisories/zyxel-security-advisory-command-injection-insecure-in-certain-legacy-dsl-cpe-02-04-2025 ; https://nvd.nist.gov/vuln/detail/CVE-2024-40891
CVE-2024-40890,Zyxel,DSL CPE Devices,Zyxel DSL CPE OS Command Injection Vulnerability,2025-02-11,2025-03-04,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-and-insecure-default-credentials-vulnerabilities-in-certain-legacy-dsl-cpe-02-04-2025 ; https://www.zyxel.com/service-provider/global/en/security-advisories/zyxel-security-advisory-command-injection-insecure-in-certain-legacy-dsl-cpe-02-04-2025 ; https://nvd.nist.gov/vuln/detail/CVE-2024-40890
CVE-2025-21418,Microsoft,Windows,Microsoft Windows Ancillary Function Driver for WinSock Heap-Based Buffer Overflow Vulnerability,2025-02-11,2025-03-04,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21418 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21418
CVE-2025-21391,Microsoft,Windows,Microsoft Windows Storage Link Following Vulnerability,2025-02-11,2025-03-04,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21391 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21391
CVE-2025-0994,Trimble,Cityworks,Trimble Cityworks Deserialization Vulnerability,2025-02-07,2025-02-28,https://learn.assetlifecycle.trimble.com/i/1532182-cityworks-customer-communication-2025-02-05-docx/0?; https://www.cisa.gov/news-events/ics-advisories/icsa-25-037-04 ; https://nvd.nist.gov/vuln/detail/CVE-2025-0994
CVE-2020-15069,Sophos,XG Firewall,Sophos XG Firewall Buffer Overflow Vulnerability,2025-02-06,2025-02-27,https://community.sophos.com/b/security-blog/posts/advisory-buffer-overflow-vulnerability-in-user-portal ; https://nvd.nist.gov/vuln/detail/CVE-2020-15069
CVE-2020-29574,Sophos,CyberoamOS,CyberoamOS (CROS) SQL Injection Vulnerability,2025-02-06,2025-02-27,https://support.sophos.com/support/s/article/KBA-000007526 ; https://nvd.nist.gov/vuln/detail/CVE-2020-29574
CVE-2024-21413,Microsoft,Office Outlook,Microsoft Outlook Improper Input Validation Vulnerability,2025-02-06,2025-02-27,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21413 ; https://nvd.nist.gov/vuln/detail/CVE-2024-21413
CVE-2022-23748,Audinate,Dante Discovery,Dante Discovery Process Control Vulnerability,2025-02-06,2025-02-27,https://www.getdante.com/support/faq/audinate-response-to-dante-discovery-mdnsresponder-exe-security-issue-cve-2022-23748/ ; https://nvd.nist.gov/vuln/detail/CVE-2022-23748
CVE-2025-0411,7-Zip,7-Zip,7-Zip Mark of the Web Bypass Vulnerability,2025-02-06,2025-02-27,https://www.7-zip.org/history.txt ; https://nvd.nist.gov/vuln/detail/CVE-2025-0411
CVE-2024-53104,Linux,Kernel,Linux Kernel Out-of-Bounds Write Vulnerability,2025-02-05,2025-02-26,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://lore.kernel.org/linux-cve-announce/2024120232-CVE-2024-53104-d781@gregkh/ ; https://nvd.nist.gov/vuln/detail/CVE-2024-53104"
CVE-2018-19410,Paessler,PRTG Network Monitor,Paessler PRTG Network Monitor Local File Inclusion Vulnerability,2025-02-04,2025-02-25,https://www.paessler.com/prtg/history/prtg-18#18.2.41.1652 ; https://nvd.nist.gov/vuln/detail/CVE-2018-19410
CVE-2018-9276,Paessler,PRTG Network Monitor,Paessler PRTG Network Monitor OS Command Injection Vulnerability,2025-02-04,2025-02-25,https://www.paessler.com/prtg/history/prtg-18#18.2.39 ; https://nvd.nist.gov/vuln/detail/CVE-2018-9276
CVE-2024-29059,Microsoft,.NET Framework,Microsoft .NET Framework Information Disclosure Vulnerability,2025-02-04,2025-02-25,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-29059 ; https://nvd.nist.gov/vuln/detail/CVE-2024-29059
CVE-2024-45195,Apache,OFBiz,Apache OFBiz Forced Browsing Vulnerability,2025-02-04,2025-02-25,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://ofbiz.apache.org/security.html ; https://nvd.nist.gov/vuln/detail/CVE-2024-45195"
CVE-2025-24085,Apple,Multiple Products,Apple Multiple Products Use-After-Free Vulnerability,2025-01-29,2025-02-19,https://support.apple.com/en-us/122066 ; https://support.apple.com/en-us/122068 ; https://support.apple.com/en-us/122071 ; https://support.apple.com/en-us/122072 ; https://support.apple.com/en-us/122073 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24085
CVE-2025-23006,SonicWall,SMA1000 Appliances,SonicWall SMA1000 Appliances Deserialization Vulnerability,2025-01-24,2025-02-14,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2025-0002 ; https://nvd.nist.gov/vuln/detail/CVE-2025-23006
CVE-2020-11023,JQuery,JQuery,JQuery Cross-Site Scripting (XSS) Vulnerability,2025-01-23,2025-02-13,https://blog.jquery.com/2020/04/10/jquery-3-5-0-released/ ; https://nvd.nist.gov/vuln/detail/CVE-2020-11023
CVE-2024-50603,Aviatrix,Controllers,Aviatrix Controllers OS Command Injection Vulnerability,2025-01-16,2025-02-06,https://docs.aviatrix.com/documentation/latest/release-notices/psirt-advisories/psirt-advisories.html?expand=true ; https://nvd.nist.gov/vuln/detail/CVE-2024-50603
CVE-2025-21335,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,2025-01-14,2025-02-04,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21335 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21335
CVE-2025-21334,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Use-After-Free Vulnerability,2025-01-14,2025-02-04,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21334 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21334
CVE-2025-21333,Microsoft,Windows,Microsoft Windows Hyper-V NT Kernel Integration VSP Heap-based Buffer Overflow Vulnerability,2025-01-14,2025-02-04,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-21333 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21333
CVE-2024-55591,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,2025-01-14,2025-01-21,https://fortiguard.fortinet.com/psirt/FG-IR-24-535 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55591
CVE-2023-48365,Qlik,Sense,Qlik Sense HTTP Tunneling Vulnerability,2025-01-13,2025-02-03,https://community.qlik.com/t5/Official-Support-Articles/Critical-Security-fixes-for-Qlik-Sense-Enterprise-for-Windows/tac-p/2120510 ; https://nvd.nist.gov/vuln/detail/CVE-2023-48365
CVE-2024-12686,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) OS Command Injection Vulnerability,2025-01-13,2025-02-03,https://www.beyondtrust.com/trust-center/security-advisories/bt24-11 ; https://nvd.nist.gov/vuln/detail/CVE-2024-12686
CVE-2025-0282,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways","Ivanti Connect Secure, Policy Secure, and ZTA Gateways Stack-Based Buffer Overflow Vulnerability",2025-01-08,2025-01-15,CISA Mitigation Instructions: https://www.cisa.gov/cisa-mitigation-instructions-CVE-2025-0282 Additional References: https://forums.ivanti.com/s/article/Security-Advisory-Ivanti-Connect-Secure-Policy-Secure-ZTA-Gateways-CVE-2025-0282-CVE-2025-0283 ; https://nvd.nist.gov/vuln/detail/CVE-2025-0282
CVE-2020-2883,Oracle,WebLogic Server,Oracle WebLogic Server Unspecified Vulnerability,2025-01-07,2025-01-28,https://www.oracle.com/security-alerts/cpuapr2020.html ; https://nvd.nist.gov/vuln/detail/CVE-2020-2883
CVE-2024-55550,Mitel,MiCollab,Mitel MiCollab Path Traversal Vulnerability,2025-01-07,2025-01-28,https://www.mitel.com/support/security-advisories/mitel-product-security-advisory-misa-2024-0029 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55550
CVE-2024-41713,Mitel,MiCollab,Mitel MiCollab Path Traversal Vulnerability,2025-01-07,2025-01-28,https://www.mitel.com/support/security-advisories/mitel-product-security-advisory-misa-2024-0029 ; https://nvd.nist.gov/vuln/detail/CVE-2024-41713 
CVE-2024-3393,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Malicious DNS Packet Vulnerability,2024-12-30,2025-01-20,https://security.paloaltonetworks.com/CVE-2024-3393 ; https://nvd.nist.gov/vuln/detail/CVE-2024-3393
CVE-2021-44207,Acclaim Systems,USAHERDS,Acclaim Systems USAHERDS Use of Hard-Coded Credentials Vulnerability ,2024-12-23,2025-01-13,https://www.acclaimsystems.com/#contact ; https://www.tnatc.org/#contact ; https://nvd.nist.gov/vuln/detail/CVE-2021-44207
CVE-2024-12356,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS) ,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) Command Injection Vulnerability ,2024-12-19,2024-12-27,https://www.beyondtrust.com/trust-center/security-advisories/bt24-10 ; https://nvd.nist.gov/vuln/detail/CVE-2024-12356
CVE-2021-40407,Reolink,RLC-410W IP Camera,Reolink RLC-410W IP Camera OS Command Injection Vulnerability ,2024-12-18,2025-01-08,https://reolink.com/product-eol/ ; https://reolink.com/download-center/ ; https://nvd.nist.gov/vuln/detail/CVE-2021-40407
CVE-2019-11001,Reolink,Multiple IP Cameras,Reolink Multiple IP Cameras OS Command Injection Vulnerability,2024-12-18,2025-01-08,https://reolink.com/product-eol/ ; https://reolink.com/download-center/ ; https://nvd.nist.gov/vuln/detail/CVE-2019-11001
CVE-2022-23227,NUUO,NVRmini2 Devices,NUUO NVRmini2 Devices Missing Authentication Vulnerability ,2024-12-18,2025-01-08,https://nuuo.com/wp-content/uploads/2023/03/NUUO-EOL-letter＿NVRmini-2-and-NVRsolo-series.pdf ; https://nvd.nist.gov/vuln/detail/CVE-2022-23227
CVE-2018-14933,NUUO,NVRmini Devices,NUUO NVRmini Devices OS Command Injection Vulnerability ,2024-12-18,2025-01-08,https://nuuo.com/wp-content/uploads/2023/03/NUUO-EOL-letter%EF%BC%BFNVRmini-2-and-NVRsolo-series.pdf ; https://nvd.nist.gov/vuln/detail/CVE-2018-14933
CVE-2024-55956,Cleo,Multiple Products,Cleo Multiple Products Unauthenticated File Upload Vulnerability,2024-12-17,2025-01-07,https://support.cleo.com/hc/en-us/articles/28408134019735-Cleo-Product-Security-Update-CVE-2024-55956 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55956
CVE-2024-35250,Microsoft,Windows,Microsoft Windows Kernel-Mode Driver Untrusted Pointer Dereference Vulnerability ,2024-12-16,2025-01-06,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-35250 ; https://nvd.nist.gov/vuln/detail/CVE-2024-35250
CVE-2024-20767,Adobe,ColdFusion,Adobe ColdFusion Improper Access Control Vulnerability,2024-12-16,2025-01-06,https://helpx.adobe.com/security/products/coldfusion/apsb24-14.html ; https://nvd.nist.gov/vuln/detail/CVE-2024-20767
